genomic island,type of genomic island,role of the genomic island,base composition (%G+C),strain,strain Genbank sequence ID,genomic island GenBank Sequence ID,size (kb),start,end,source(s),PMID(s),notes,file name,,,
sda,phage,,,spyoMGAS,NC_003485.1,,,1451844,1493373,https://doi.org/10.1111/j.1365-2958.2004.04255.x,,,NC_003485.1_1451844_1493373_sda.fasta,,,
T12,phage,,,spyoMGAS,NC_003485.1,,,293882,333625,https://doi.org/10.1016/S0966-842X(02)02461-7,,https://doi-org.proxy.lib.sfu.ca/10.1046/j.1365-2958.1997.2591616.x also a good ref (shows speA gene seperated by ~35kb from integrase all that is known and this is what the sequence contains); https://www-ncbi-nlm-nih-gov.proxy.lib.sfu.ca/books/NBK333409/ has an even better map; seems to actually be called T12; Name changed from speA to T12,NC_003485.1_293882_333625_T12.fasta,,,
speC,phage,,,spyoMGAS,NC_003485.1,,,578093,618765,https://doi.org/10.1016/S0966-842X(02)02461-7,,https://www-ncbi-nlm-nih-gov.proxy.lib.sfu.ca/books/NBK333409/ has a map; Updated Endpoint according to literature,NC_003485.1_578093_618765_speC_updated.fasta,,,
speL/speM,phage,,,spyoMGAS,NC_003485.1,,,1041280,1087739,https://doi.org/10.1016/S0966-842X(02)02461-7,,10.1128/IAI.70.6.3227-3233.2002 has a map (but doesn't show speM) that indicates the phage is of a length comparible to this with the speL gene at one end and integrase at the other,NC_003485.1_1041280_1087739_speLM.fasta,,,
370.3-like,phage,,,spyoMGAS,NC_003485.1,,,1206360,1241416,https://doi.org/10.1073/pnas.071559398,,Also see https://www.ncbi.nlm.nih.gov/books/NBK333409/ for phage information,NC_003485.1_1206360_1241416_370.3like.fasta,,,
SCCmec-2,PAI,,,staaur_mu50,NC_002758.1,,,34459,102405,https://doi.org/10.1128/AAC.45.5.1323-1336.2001,,,NC_002758.1_34459_102405_SCCmec2.fasta,,,
SaPIn2,PAI,,,staaur_mu50,NC_002758.1,,,461922,490021,https://doi.org/10.1016/S0140-6736(00)04403-2,,,NC_002758.1_461922_490021.fasta,,,
SaPIn3,PAI,,,staaur_mu50,NC_002758.1,,,1933240,1961410,https://doi.org/10.1016/S0140-6736(00)04403-2,,,NC_002758.1_1933240_1961410_SaPIn3.fasta,,,
SaPIn1,PAI,,,staaur_mu50,NC_002758.1,,,2133661,2148772,https://doi.org/10.1016/S0140-6736(00)04403-2,,,NC_002758.1_2133661_2148772.fasta,,,
SaGIm,PAI,,,staaur_mu50,NC_002758.1,,,874609,893947,https://doi.org/10.1016/S0140-6736(00)04403-2,,,NC_002758.1_874609_893947_SaGIm.fasta,,,
phiSa3mu,phage,,,staaur_mu50,NC_002758.1,,,2083583,2126179,https://doi.org/10.1016/j.femsle.2005.04.007,,"The main gene in this GI (sea) isn't annotated in this genome at all, but a gene with a similar seq and name is in the GI. There are also annotations within the genome indicating that it is actually Bacteriophage phiN315 (all such labelled genes are included); these labels are removed from a more recent version of the genome...",NC_002758.1_2083583_2126179_phiSa3mu.fasta,,,
phiSa1mu,phage,,,staaur_mu50,NC_002758.1,,,917531,965075,https://doi.org/10.1007/s10142-005-0019-7,,"This paper generally useful for showing pres/absens islands in strains, but doesn't include much about this particular island",NC_002758.1_917531_965075_phiSa1mu.fasta,,,
SCCmec-2,PAI,,,staaur_n314,NC_002745.1,,,33692,89402,https://doi.org/10.1128/AAC.45.5.1323-1336.2001,,,NC_002745.1_33692_89402_SCCmec2.fasta,,,
SaPIn2,PAI,,,staaur_n315,NC_002745.1,,,436136,465478,https://doi.org/10.1016/s1286-4579(01)01414-9,,,NC_002745.1_436136_465478_SaPIn2.fasta,,,
SaPIn3,PAI,,,staaur_n315,NC_002745.1,,,1855355,1881610,https://doi.org/10.1016/s1286-4579(01)01414-9,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3522866/,NC_002745.1_1855355_1881610_SaPIn3.fasta,,,
SaPIn1,PAI,,,staaur_n315,NC_002745.1,,,2057136,2072249,https://doi.org/10.1016/s1286-4579(01)01414-9,,https://doi.org/10.1038/nrmicro2393 has more info about this GI,NC_002745.1_2057136_2072249_SaPIn1.fasta,,,
phiN315,phage,,,staaur_n315,NC_002745.1,,,2005698,2049497,https://doi.org/10.1016/S0140-6736(00)04403-2,,"Paper doesn't discuss the phiN315 GI, just the strain; https://www.genome.jp/dbget-bin/www_bget?refseq:NC_004740 has an entry for the phage - genes in this line up with those in the sequence pulled out (more labelled in the online new version which makes sense); phiN315 also in the annotations directly from the old genome so we good",NC_002745.1_2005698_2049497_phiN315.fasta,,,
SCCmec-2,PAI,,,staaurmw2,NC_003923.1,,,34490,81000,https://doi.org/10.1128/AAC.45.5.1323-1336.2001,,,NC_003923.1_34490_81000_SCCmec2.fasta,,,
vSa3mw,PAI,,,staaurmw2,NC_003923.1,,,839358,856739,https://doi.org/10.1016/s1286-4579(01)01414-9,,,NC_003923.1_839358_856739_vSa3mw.fasta,,,
phiSa3mu,phage,,,staaurmw2,NC_003923.1,,,2046206,2088749,https://doi.org/10.1007/s10142-005-0019-7,,,NC_003923.1_2046206_2088749_phiSa3mu.fasta,,,
phiSa2mu,phage,,,staaurmw2,NC_003923.1,,,1529123,1574930,https://doi.org/10.1007/s10142-005-0019-7,,,NC_003923.1_1529123_1574930_phiSa2mu.fasta,,,
lambdaSa1,phage,,,strepaga,NC_004116.1,,,558254,613603,https://doi.org/10.1128/JB.00426-09,,Updated Start (bp) and End (bp) according to Reference,NC_004116.1_558254_613603_lambdaSa1.fasta,,,
lambdaSa2,phage,,,strepaga,NC_004116.1,,,1833318,1867117,https://doi.org/10.1111/j.1574-6968.2008.01287.x,,"https://doi.org/10.1371/journal.pone.0205995 has a better map, but the extracted sequence is good",NC_004116.1_1833318_1867117_lambdaSa2.fasta,,,
PPI-1,PAI,,,strepneu_r6,NC_003098.1,,,917259,944590,https://doi.org/10.1046/j.1365-2958.2001.02414.x,,,NC_003098.1_917259_944590_PPI-1.fasta,,,
PPI-1,PAI,,,strepneu_tigr4,NC_003028.1,,,972792,999892,https://doi.org/10.1046/j.1365-2958.2001.02414.x,,,NC_003028.1_972792_999892_PPI-1.fasta,,,
370.1,phage,,,streppyo,NC_002737.1,,,529591,570509,https://doi.org/10.1006/viro.2001.1085,,Updated Start (bp) and End (bp) according to Reference,NC_002737.1_529591_570509_370.1.fasta,,,
370.2,phage,,,streppyo,NC_002737.1,,,778527,821010,https://doi.org/10.1006/viro.2001.1085,,Updated Start (bp) and End (bp) according to Reference,NC_002737.1_778527_821010_370.2.fasta,,,
370.3,phage,,,streppyo,NC_002737.1,,,1189125,1222654,https://doi.org/10.1006/viro.2001.1085,,Updated Start (bp) and End (bp) according to Reference,NC_002737.1_1189125_1222654_370.3.fasta,,,
370.4,phage,,,streppyo,NC_002737.1,,,1773348,1786897,https://doi.org/10.1006/viro.2001.1085,,Updated Start (bp) and End (bp) according to Reference,NC_002737.1_1773348_1786897_370.4.fasta,,,
315.1,phage,,,streppyo315,NC_004070.1,,,749213,788176,https://doi.org/10.1371/journal.pone.0019543,,Ref indicates the phage is inserted after the CRISPR genes - should start at 749213 instead (an integrase); doi:10.1128/JB.01590-06 also useful and has a map; should continue to 788176 according to ref for 315.2,NC_004070.1_749213_788176_315.1.fasta,,,
315.2,phage,,,streppyo315,NC_004070.1,,,975316,1018193,https://doi.org/10.1101/gr.1096703; https://doi.org/10.1128/MMBR.68.3.560-602.2004,,Need to be extended to 1018193 to include the integrase - final gene in the map in this ref; also use paper https://doi.org/10.1128/MMBR.68.3.560-602.2004 with a map,NC_004070.1_975316_1018193_315.2.fasta,,,
315.3,phage,,,streppyo315,NC_004070.1,,,1135351,1172231,https://doi.org/10.1016/S0966-842X(02)02461-7,,Extend to 1172231 based on ref,NC_004070.1_1135351_1172231_315.3.fasta,,,
315.4,phage,,,streppyo315,NC_004070.1,,,1229319,1271815,https://doi.org/10.1128/MMBR.68.3.560-602.2004,,See Figure 16; Extend to 1271815,NC_004070.1_1229319_1271815_315.4.fasta,,,
315.5,phage,,,streppyo315,NC_004070.1,,,1311736,1351250,https://doi.org/10.1128/MMBR.68.3.560-602.2004,,See Figure 16; Extended to 1351250,NC_004070.1_1311736_1351250_315.5.fasta,,,
315.6,phage,,,streppyo315,NC_004070.1,,,1408471,1450458,https://doi.org/10.1128/iai.71.12.7079-7086.2003,,Extend to 1450458,NC_004070.1_1408471_1450458_315.6.fasta,,,
SPI-1,PAI,,,styphi,NC_003198.1,,,2859262,2900586,https://doi.org/10.1016/j.mib.2006.12.002,,,NC_003198.1_2859262_2900586_SPI1.fasta,,,
SPI-2,PAI,,,styphi,NC_003198.1,,,1625241,1664710,https://doi.org/10.1186/1471-2180-9-3,,https://onlinelibrary-wiley-com.proxy.lib.sfu.ca/doi/epdf/10.1046/j.1365-2958.2000.01935.x includes the early genes too,NC_003198.1_1625241_1664710_SPI2.fasta,,,
SPI-3,PAI,,,styphi,NC_003198.1,,,3883613,3900141,https://doi.org/10.1128/JB.181.3.998-1004.1999,,,NC_003198.1_3883613_3900141_SPI3.fasta,,,
SPI-4,PAI,,,styphi,NC_003198.1,,,4322993,4349107,https://doi.org/10.1128/IAI.01224-07,,,NC_003198.1_4322993_4349107_SPI4.fasta,,,
SPI-5,PAI,,,styphi,NC_003198.1,,,1085337,1092563,https://doi.org/10.1128/JB.183.7.2348-2358.2001,,,NC_003198.1_1085337_1092563_SPI5.fasta,,,
SPI-6,PAI,,,styphi,NC_003198.1,,,302488,361834,https://doi.org/10.1038/35101607,,,NC_003198.1_302488_361834_SPI6.fasta,,,
SPI-7,PAI,,,styphi,NC_003198.1,,,4409574,4543073,https://doi.org/10.1128/jb.185.17.5055-5065.2003,,Updated Start (bp) and End (bp) according to Reference,NC_003198.1_4409574_4543073_SPI7.fasta,,,
SPI-8,PAI,,,styphi,NC_003198.1,,,3131717,3139414,https://doi.org/10.1186/s40659-017-0109-8,,,NC_003198.1_3131717_3139414_SPI8.fasta,,,
SPI-9,PAI,,,styphi,NC_003198.1,,,2743495,2759190,https://doi.org/10.1099/mic.0.000319,,,NC_003198.1_2743495_2759190_SPI9.fasta,,,
SPI-10,PAI,,,styphi,NC_003198.1,,,4683690,4716539,https://doi.org/10.1371/journal.pntd.0006839,,,NC_003198.1_4683690_4716539_SPI10.fasta,,,
SPI-1,PAI,,,styphium,NC_003197.1,,,3006362,3049427,https://doi.org/10.1016/j.mib.2006.12.002,,,NC_003197.1_3006362_3049427.fasta,,,
SPI-2,PAI,,,styphium,NC_003197.1,,,1461740,1501489,https://doi.org/10.1186/1471-2180-9-3,,https://onlinelibrary-wiley-com.proxy.lib.sfu.ca/doi/epdf/10.1046/j.1365-2958.2000.01935.x includes the early genes too,NC_003197.1_1461740_1501489_SPI2.fasta,,,
SPI-3,PAI,,,styphium,NC_003197.1,,,3948576,3965191,https://doi.org/10.1128/JB.181.3.998-1004.1999,,,NC_003197.1_3948576_3965191.fasta,,,
SPI-4,PAI,,,styphium,NC_003197.1,,,4477849,4501259,https://doi.org/10.1128/IAI.01224-07,,,NC_003197.1_4477849_4501259.fasta,,,
SPI-5,PAI,,,styphium,NC_003197.1,,,1175321,1184389,https://doi.org/10.1128/JB.183.7.2348-2358.2001,,,NC_003197.1_1175321_1184389.fasta,,,
SPI-6,PAI,,,styphium,NC_003197.1,,,304665,351350,https://doi.org/10.1128/IAI.06205-11,,https://www-microbiologyresearch-org.proxy.lib.sfu.ca/docserver/fulltext/micro/153/4/1207.pdf?expires=1611048674&id=id&accname=guest&checksum=05D1A5253FEA6B105F93E0790DB0870D also good ref to include,NC_003197.1_304665_351350_SPI6.fasta,,,
gifsy-2,phage,,,styphium,NC_003197.1,,,1098228,1143714,https://doi.org/10.1128/jb.184.22.6235-6249.2002,,,NC_003197.1_1098228_1143714_gifsy2.fasta,,,
gifsy-1,phage,,,styphium,NC_003197.1,,,2728972,2776822,https://doi.org/10.1128/jb.184.22.6235-6249.2002,,,NC_003197.1_2728972_2776822.fasta,,,
fels-2,phage,,,styphium,NC_003197.1,,,2844427,2879233,https://doi.org/10.1128/jb.185.17.5182-5191.2003,,,NC_003197.1_2844427_2879233_fels2.fasta,,,
fels-1,phage,,,styphium,NC_003197.1,,,962612,1004275,https://doi.org/10.1128/JB.187.4.1485-1492.2005,,,NC_003197.1_962612_1004275.fasta,,,
VPI,PAI,,,vcho1,NC_002505.1,,,873242,914124,https://doi.org/10.1128/jb.185.23.6893-6901.2003,,,NC_002505.1_873242_914124_VPI.fasta,,,
RTX,PAI,,,vcho1,NC_002505.1,,,1541452,1584382,https://doi.org/10.1073/pnas.96.3.1071,,,NC_002505.1_1541452_1584382_RTX.fasta,,,
HPI,PAI,,,yerpk,NC_004088.1,,,2645673,2677181,https://doi.org/10.1046/j.1365-2958.2001.02227.x,,,NC_004088.1_2645673_2677181.fasta,,,
T3SS,PAI,,,yerpk,NC_004088.1,,,581694,641978,https://doi.org/10.1111/j.1365-2958.2007.05729.x,,Changed IslandName to T3SS according to literature (TTSS in the original spreadsheet); should cut this 18595 in,NC_004088.1_581694_641978_T3SS.fasta,,,
T3SS,PAI,,,ypest,NC_003143.1,,,255039,273457,https://doi.org/10.1038/35097083,,"See Figure 2.b, ,'type III secretion systems,'",NC_003143.1_255039_273457_T3SS.fasta,,,
HPI-1,PAI,,,ypest,NC_003143.1,,,2135545,2171125,https://doi.org/10.1016/s1286-4579(01)01412-5,,,NC_003143.1_2135545_2171125_HPI-1.fasta,,,
HPI-2,PAI,,,ypest,NC_003143.1,,,835033,858798,https://doi.org/10.1073/pnas.0404012101,,,NC_003143.1_835033_858798_HPI-2.fasta,,,
IDH-02822-2,,contains class 1 integron,,Vibrio cholerae IDH-02822,,,,,,https://doi.org/10.1111/1348-0421.12790,32222116,Not well-known; genome not found,,,,
VGJphi_phage,bacteriophage,uses mannose-sensitive haemagglutinin,43.4,Vibrio cholerae SG25-1,,AY242528.1,7.5,1,7542,https://doi.org/10.3389/fcimb.2020.561296; https://doi.org/10.1099/mic.0.032235-0; https://doi.org/10.1128/JB.185.19.5685-5696.2003,33123494; 19833774; 13129939,,VGJ_1_7542.fasta,,,
VEJphi_phage,bacteriophage,uses mannose-sensitive haemagglutinin,42.95,Vibrio cholerae MO45,,FJ904927.1,6.8,1,6842,https://doi.org/10.1099/mic.0.032235-0,19833774,,VEJ_1_6842.fasta,,,
TLC phage,bacteriophage,functions in chromosome dimer resolution during cell division,,Vibrio cholerae AL 33457,HM134797.1,,5.3,594,5708,https://doi.org/10.3389/fcimb.2020.561296; https://doi.org/10.4161/viru.22351; https://doi.org/10.1038/nature09469,33123494; 23076327; 20944629,,TLC_594_5708.fasta,,,
VPI-1,PAI,encodes toxin co-regulated pilus; receptor for CTX phage; regulates toxin production,35,"Vibrio cholerae N16961, chr1",CP028827.1,,41.273,2171357,2212008,https://doi.org/10.1128/jb.185.23.6893-6901.2003; https://doi.org/10.3389/fcimb.2020.561296,14617653; 33123494,,VPI-1_2171357_2212008.fasta,,,
VPI-2,PAI,encodes receptor for cholera toxin; encodes neuraminidase,42,"Vibrio cholerae N16961, chr1",CP028827.1,,57.3,1129573,1186311,https://doi.org/10.1099/00221287-148-11-3681; https://doi.org/10.1128/JB.00562-07; https://doi.org/10.3389/fcimb.2020.561296,17993521; 33123494,,VPI-2_1129573_1186311.fasta,,,
fs2 phage,bacteriophage,helps produce satellite phage TLC particles,,Vibrio cholerae MDO14,,AB002632.1,8.6,1,8651,https://doi.org/10.4161/viru.22351; https://doi.org/10.1111/j.1574-6968.2008.01200.x,23076327; 18503544,,FS2_1_8651.fasta,,,
KSF-1_phage,bacteriophage,packaging of RS1 phage and other heterologous DNA,,Vibrio cholerae 55V71,,AY714348.1,7.1,1,7101,https://doi.org/10.4161/viru.22351; https://doi.org/10.1128/JB.187.12.4095-4103.2005,23076327; 15937172,,KSF-1_1_7101.fasta,,,
K139,bacteriophage,"proteins for integration, transcriptional regulation, replication, DNA methylation, tail and capsid formation, cell lysis",48.9,Vibrio cholerae MO10,,AF125163.2,33,1,33106,https://doi.org/10.1128/JB.184.23.6592-6601.2002,12426348,,K139_1_33106.fasta,,,
fs1,bacteriophage,"homology to surface proteins, RNA polymerase, glycoproteins, glycophorins, acetate CoA ligase, tyrocine-resistance protein",43.5,Vibrio cholerae AL-4450,,D89074.1,6,1,6340,https://doi.org/10.1016/s0925-4439(97)00055-0,9540841,,fs1_1_6340.fasta,,,
pVAI2,bacteriophage,"replication, regulation, structure, assembly",42.5,V. anguillarum,,MN200777.1,6,1,6117,https://doi.org/10.3390/v12070730,32640584,,MN200777.1.fasta,,,
pVAI1,bacteriophage,"replication, regulation, structure, assembly",42.5,V. anguillarum,,MN200778.1,6,1,6117,https://doi.org/10.3390/v12070730,32640584,,MN200778.1.fasta,,,
vB_VpaI_VP-3218,bacteriophage,"replication, structure, assembly, transcriptional regulator",44.15,V. parahaemolyticus VN-3218,,LR595856.1,11,1,11082,https://doi.org/10.1016/j.margen.2020.100767,32171709,,LR595856.1.fasta,,,
VHS1,bacteriophage,"structral proteins, methyltransferase, putative toxin gene",46.87,V. harveyi 1114GL,,JF713456.1 ,81,1,81509,https://doi.org/10.1128/AEM.05929-11,22307287,,VHS1_1_81509.fasta,,,
VCY-phi,bacteriophage,"replication, structure, regulation, assembly",41.8,V. cholerae 10E09PW02,,JN848801.1,7.1,1,7103,https://doi.org/10.1128/AEM.06297-11,22020507,,VCY_1_7103.fasta,,,
VHML,bacteriophage,"head and tail proteins, cI-like repressor, antirepressor, DNA primase",unknown,V. harveyi ACMM 642,,AY133112.1,43,1,43198,https://doi.org/10.1046/j.1365-2672.2002.01776.x,12452967,,VHML_1_43198.fasta,,,
VpV262,bacteriophage,"DNA polymerase, HNH nuclease, holins, transcriptional genes, structural genes",unknown,V. parahaemolyticus 94Z944 E1-80,,AY095314.2,46,1,46012,https://doi.org/10.1016/s0042-6822(03)00172-7,12781722,,VpV262_1_46012.fasta,,,
VfO4K68,bacteriophage,"exfoliative toxin A, putative enterotoxin type E, otherwise unknown",47.24,V. parahaemolyticus VpO4,,AB043679.1,6.8,1,6891,https://doi.org/10.1111/j.1348-0421.2002.tb02734.x,12363020,,VfO4K68_1_6891.fasta,,,
TnSmu2,,"encode nonribosomal peptide synthetases, polyketide synthases, accessory proteins, transporters, transcription regulators",28.9,S. mutans UA159,AE014133.2,,56,,,https://doi.org/10.1073/pnas.172501299;https://doi.org/10.1128/AEM.03079-09,12397186;20639370,Coordinates unknown,,,,
PI-2b,,variant of PI-2a containing LepA-type signal peptidase,,S. agalactiae COH1,AAJR00000000.1,,11,,,https://doi.org/10.1111/j.1365-2958.2006.05225.x,16824100,No sequencing data,,,,
SagPAI_1,PAI,contains genes encoding sialic acid and polysaccharide capsule,,S. agalactiae GBS90356,LIEE00000000.1,,,,,https://doi.org/10.1016/j.meegid.2020.104195,31954181,No sequencing data,,,,
SagPAI_2,PAI,,,S. agalactiae GBS90356,LIEE00000000.1,,,,,https://doi.org/10.1016/j.meegid.2020.104195,31954181,No sequencing data,,,,
SagPAI_3,PAI,encodes histidine kinase sensors and D-alanyl-lipoteichoic acid biosynthesis regulators,,S. agalactiae GBS90356,LIEE00000000.1,,,,,https://doi.org/10.1016/j.meegid.2020.104195,31954181,No sequencing data,,,,
SagPAI_4,PAI,,,S. agalactiae GBS90356,LIEE00000000.1,,,,,https://doi.org/10.1016/j.meegid.2020.104195,31954181,No sequencing data,,,,
SagPAI_5,PAI,encodes laminin binding protein and contains lacR gene,,S. agalactiae GBS90356,LIEE00000000.1,,,,,https://doi.org/10.1016/j.meegid.2020.104195,31954181,No sequencing data,,,,
SagPAI_6,PAI,contains genes related to mercury resistance (merA and merR),,S. agalactiae GBS90356,LIEE00000000.1,,,,,https://doi.org/10.1016/j.meegid.2020.104195,31954181,No sequencing data,,,,
SagPAI_7,PAI,,,S. agalactiae GBS90356,LIEE00000000.1,,,,,https://doi.org/10.1016/j.meegid.2020.104195,31954181,No sequencing data,,,,
SagPAI_8,PAI,encodes ethanol-induced alcohol dehydrogenase,,S. agalactiae GBS90356,LIEE00000000.1,,,,,https://doi.org/10.1016/j.meegid.2020.104195,31954181,No sequencing data,,,,
SagPAI_9,PAI,contains genes associated with vancomycin resistance,,S. agalactiae GBS90356,LIEE00000000.1,,,,,https://doi.org/10.1016/j.meegid.2020.104195,31954181,No sequencing data,,,,
SagPAI_10,PAI,encodes CAMP factor,,S. agalactiae GBS90356,LIEE00000000.1,,,,,https://doi.org/10.1016/j.meegid.2020.104195,31954181,No sequencing data,,,,
MM1,prophage,,,S. pneumoniae ,,AJ302074.2,40,1,40248,https://doi.org/10.1006/viro.2002.1570,12441069,,MM1_1_40248.fasta,,,
phi NIH1.1,prophage,,,S. pyogenes NIH1,,AY050245.2,43,1271,43066,https://doi.org/10.1006/viro.2002.1570,12441069,,phiNIH1.1_1271_43066.fasta,,,
prtS,,"contains prtS gene (cell-envolope proteinase), potC (polyamine ABC uptake transporter), potD (periplasmic protein), eriC (chloride channel protein)",,S. thermophilus JIM8232,,FJ200299.1,15,1,15749,https://doi.org/10.1186/1475-2859-10-S1-S21;https://doi.org/10.1128/AEM.01018-09,21995822;19915034,,prtS_1_15749.fasta,,,
GI1,,xylose/nitrate/sulfonate/bicarbonate transport,,S. suis SC070731,CP003922.1,,14,196021,210588,https://doi.org/10.1016/j.gene.2013.11.044,24316490,,GI1_196021_210588.fasta,,,
GI2,,"putative prophage with antibiotic resistance, bacteriocin biosynthesis/resistance",,S. suis SC070731,CP003922.1,,105,614963,719679,https://doi.org/10.1016/j.gene.2013.11.044,24316490,,GI2_614963_719679.fasta,,,
GI3,,,,S. suis SC070731,CP003922.1,,21,1337515,1358299,https://doi.org/10.1016/j.gene.2013.11.044,24316490,,GI3_1337515_1358299.fasta,,,
GI4,,putative prophage,,S. suis SC070731,CP003922.1,,26,1484172,1509609,https://doi.org/10.1016/j.gene.2013.11.044,24316490,,GI4_1484172_1509609.fasta,,,
89K,PAI,"contains phage-related integrase, excisionase, helicase",36.8,S. suis 05ZYH33,CP000407.1,,89,872967,961817,https://doi.org/10.1111/j.1365-2958.2011.07553.x,21244532,,89K_872967_961817.fasta,,,
PI-1,,contains pilus operon and AraC-type transcriptional regulator,,S. agalactiae 2603 V/R,AE009948.1,,16,624827,640801,https://doi.org/10.1111/j.1365-2958.2006.05225.x,16824100,,PI-1_624827_640801.fasta,,,
PI-2a,,contains pilus operon and rogB-type transcriptional regulator,,S. agalactiae 2603 V/R,AE009948.1,,11,1411965,1421527,https://doi.org/10.1111/j.1365-2958.2006.05225.x,16824100,,PI-2a_1411965_1421527.fasta,,,
I,putative PAI,"contains recombinase, Cro/Cl transcriptional regulator, other mobilization genes",,S. agalactiae NEM316,AL732656.1,,18,232896,251357,https://doi.org/10.1186/1471-2180-5-31,15913462,,I_232896_251357.fasta,,,
II,putative PAI,"encodes phage integrase, other phage proteins, Cro/Cl family regulator",,S. agalactiae NEM316,AL732656.1,,15,257863,272461,https://doi.org/10.1186/1471-2180-5-31,15913462,,II_257863_272461.fasta,,,
III,putative PAI,high similarity to a chromosomally-integrated plasmid (pNEM316-1),,S. agalactiae NEM316,AL732656.1,,47,385854,432489,https://doi.org/10.1186/1471-2180-5-31,15913462,,III_385854_432489.fasta,,,
IV,putative PAI,"contains integrase, Cro/Cl transcriptional regulator, virulence factor 'alp'",,S. agalactiae NEM316,AL732656.1,,20,489525,509956,https://doi.org/10.1186/1471-2180-5-31,15913462,,IV_489525_509956.fasta,,,
V,putative PAI,"contains integrase, cell membrane protein complex, two-component regulator, transposase genes",,S. agalactiae NEM316,AL732656.1,,9,612424,621211,https://doi.org/10.1186/1471-2180-5-31,15913462,,V_612424_621211.fasta,,,
VI,putative PAI,"encodes B-hemolysin, other core metabolic enzymes",,S. agalactiae NEM316,AL732656.1,,58,639380,697182,https://doi.org/10.1186/1471-2180-5-31,15913462,,VI_639380_697182.fasta,,,
VII,putative PAI,high similarity to a chromosomally-integrated plasmid (pNEM316-1),,S. agalactiae NEM316,AL732656.1,,47,711924,758556,https://doi.org/10.1186/1471-2180-5-31,15913462,,VII_711924_758556.fasta,,,
VIII,putative PAI,high similarity to a chromosomally-integrated plasmid (pNEM316-1),,S. agalactiae NEM316,AL732656.1,,47,1013361,1059993,https://doi.org/10.1186/1471-2180-5-31,15913462,,VIII_1013361_1059993.fasta,,,
IX,putative PAI,"genes with homology to carbon starvation proteins, secreted proteins, two-component regulatory system",,S. agalactiae NEM316,AL732656.1,,26,1093449,1118995,https://doi.org/10.1186/1471-2180-5-31,15913462,,IX_1093449_1118995.fasta,,,
X,putative PAI,"contains transferase, relaxase, DNA methyltransferase, LPXTG genes",,S. agalactiae NEM316,AL732656.1,,33,1163887,1196789,https://doi.org/10.1186/1471-2180-5-31,15913462,,X_1163887_1196789.fasta,,,
XI,putative PAI,genes involved with murein hydrolase export,,S. agalactiae NEM316,AL732656.1,,8,1253719,1261229,https://doi.org/10.1186/1471-2180-5-31,15913462,,XI_1253719_1261229.fasta,,,
XII,putative PAI,"encodes laminin binding protein, C5a peptidase, transposon genes",,S. agalactiae NEM316,AL732656.1,,82,1341726,1423308,https://doi.org/10.1186/1471-2180-5-31,15913462,,XII_1341726_1423308.fasta,,,
XIII,putative PAI,"contains proteases, tranporters, core metabolic enzymes, two-component regulator, CAMP factor",,S. agalactiae NEM316,AL732656.1,,45,2036692,2081280,https://doi.org/10.1186/1471-2180-5-31,15913462,,XIII_2036692_2081280.fasta,,,
XIV,putative PAI,"contains membrane proteins, metabolic enzymes, two-component regulators",,S. agalactiae NEM316,AL732656.1,,28,2138189,2166337,https://doi.org/10.1186/1471-2180-5-31,15913462,,XIV_2138189_2166337.fasta,,,
phi 6180.1,prophage,encodes SpeC and Spd1 (DNase),,S. pyrogenes MGAS6180,CP000056.1,,46.2,986212,1032479,https://doi.org/10.1086/430618,16088825,,phi6180.1_986212_1032479.fasta,,,
phi 6180.2,prophage,encodes SpeK and SlaA,,S. pyrogenes MGAS6180,CP000056.1,,42.3,1226909,1269223,https://doi.org/10.1086/430618,16088825,,phi6180.2_1226909_1269223.fasta,,,
phi 6180.3,prophage,,,S. pyrogenes MGAS6180,CP000056.1,,14.3,1807177,1821524,https://doi.org/10.1086/430618,16088825,,phi6180.3_1807177_1821524.fasta,,,
phi 6180.4,prophage,,,S. pyrogenes MGAS6180,CP000056.1,,11.7,1845845,1857621,https://doi.org/10.1086/430618,16088825,,phi6180.4_1845845_1857621.fasta,,,
RD2,,encodes proteins with gram-positive secretion signal sequences,35.1,S. pyrogenes MGAS6180,CP000056.1,,37.4,1286346,1322672,https://doi.org/10.1086/430618,16088825,,RD2_1286346_1322672.fasta,,,
RD1,,contains genes related to those associated with plasmids and phages,30.4,S. pyrogenes MGAS6180,CP000056.1,,11.1,1081040,1092149,https://doi.org/10.1086/430618,16088825,,RD1_1081040_1092149.fasta,,,
TP1-M17PTZA496,prophage,"contains enolase, glycogen synthase, glycerate kinase, isoleucyl-tRNA synthetase, lipoteichoic acid synthase, methyltransferase, 3-dehydroquinate dehydratase",39.13,S. thermophilus M17PTZA496,CM002372.1,,51.8,617680,669542,https://doi.org/10.3390/v11010007,30583530,,TP1-M17PTZA496_617680_669542.fasta,,,
TP2-M17TPZA496,prophage,"contains methionyl-tRNA synthetase, carotenoid biosynthetic protein, exopolysaccharide associated protein, bacteriocin, glucose transporter",34.74,S. thermophilus M17PTZA496,CM002372.1,,28.3,890763,919156,https://doi.org/10.3390/v11010007,30583530,,TP2-M17PTZA496_890763_919156.fasta,,,
